Centro,Dosquebradas,Ventorrillo,Cuba,Naranjito
441357747.053,89138201.8162,,140022930.256,
87475374.5891,444415641.921,,-8135293.3844,
204961205.764,71351325.5228,,206226265.302,
96719587.2403,30695356.8201,,314137363.35,
663216845.54,145886034.912,,469154930.938,
105721583.978,784922109.418,,159816518.664,
291896402.832,408880576.296,,50502001.5054,
816561705.783,550418236.757,,109719167.763,
559153759.34,684352390.561,,634652021.234,
662456241.468,73881390.7852,,103766550.88,
346934750.484,602688064.607,,275910953.207,
575488568.798,345397459.748,,171045700.194,
140779717.253,217024756.89,,62614719.2737,
33365212.7521,536270726.581,,532202271.291,
104510814.394,107424001.09,,120041896.311,
979472346.629,33450638.7972,,62038701.4679,
330903787.908,335055848.549,,288969174.298,
60345414.2601,148559196.178,,40631171.0338,
561415710.543,546635757.462,,71784850.6604,
54020207.3595,508078667.799,,133555007.859,
60806638.986,442859273.218,,179792976.173,
220630587.527,886836602.609,,422356367.276,
46621167.338,-37385994.4913,,721704596.876,
368630519.541,161754730.983,,24205034.4339,
1113852333.25,199517265.659,,123547303.196,
920789852.612,65543951.6589,,138943245.358,
1013149493.74,434628460.402,,-3336685.49517,
72775699.3449,273305870.999,,21023828.599,
52346068.4906,117966267.049,,92675483.2771,
539769602.297,448588345.929,,220018553.307,
103327568.076,237632159.251,,1097391699.0,
141224164.405,-40064666.1397,,608032575.877,
660096567.242,53771137.9668,,72450718.6299,
-4752256.99896,121885091.405,,126321383.118,
550340857.763,627760231.059,,283552154.383,
62362506.2884,394965696.759,,199507258.901,
135934526.397,-62226752.2184,,450486905.31,
184820893.559,67068252.8016,,436358577.738,
607148275.476,107890235.895,,45943121.4163,
765121425.973,495367487.595,,87789422.3759,
699667463.846,88410599.1577,,91955697.832,
162831501.286,46825288.9292,,40957769.8207,
254082997.03,326691792.983,,31792983.1226,
722228540.064,208418019.529,,151741372.201,
113526263.713,88252959.1703,,124192420.479,
500158578.864,-39216495.7752,,406835569.794,
233689036.312,455046565.263,,294916721.399,
186242372.954,91558247.3291,,200859221.507,
