Lunes,Martes,Miercoles,Jueves,Viernes
7.41613390438e+11,7.36773971919e+11,55478986.1307,89107294.9031,18394213.6813
88648696692.0,52941177.9513,1.97519040828e+11,51490067.0391,2.23188803385e+11
4.85454028398e+11,6.48913816931e+11,2.69135898308e+11,2.30985968309e+11,43130617.5878
5.15218254654e+11,2.81867947039e+11,1.53099593916e+11,3.63678507547e+11,50803044.0753
4.55294956283e+11,27442378.4426,1.86891647219e+11,67277575.7828,2.58753128944e+11
37511216.6912,253138827.05,253507469.37,1.36635106088e+11,2.01061426083e+11
1.58648325198e+11,4.46865844185e+11,3.82934862301e+11,1.55072869682e+11,4.48738403311e+11
12210710.5887,7572642.24955,3.72457859443e+11,3.65614152971e+11,1.01980747581e+11
1.27666042275e+11,62510659.7521,2.77145106573e+11,72325449.0737,4.42802926455e+11
210038283.64,1.35781931491e+11,27629920.5143,25681586.3425,25872118.7577
27710248.6115,5.95950570364e+11,89443761.2098,1.11553532075e+11,2.21667321288e+11
67264098.1412,2.75888073908e+11,167400438.17,42649084.6377,1.44126488834e+11
1.14128604419e+11,26170893.6954,27529382.7188,3.56661325888e+11,187567.83752
81926024.1498,4.20427128071e+11,1.27135276404e+11,84354704.4373,1.65891703871e+11
163291659.15,1.68669063522e+11,3.27429944012e+11,23526424.6259,71630223.1072
5.23396478202e+11,3.95315979015e+11,2.98223855395e+11,2.37188413323e+11,2.91807234593e+11
5.18851203445e+11,35002725792.0,3.27806608789e+11,5.60090552702e+11,1.69986196038e+11
1.09641988397e+11,2.65828879704e+11,61736344.0856,1.14992091699e+11,5.63957311273e+11
35915496.2843,3.04101314205e+11,1.14457684343e+11,20299769.7771,1.89457463393e+11
2.18022481504e+11,5.01381512964e+11,1.39331522317e+11,90889772.2056,41829869.6981
40070643.5573,3830057.41628,0.0,1.39651307127e+11,74925173.8472
4.44070754174e+11,38465078.1172,3.31519000104e+11,6.91658062973e+11,1.34379637164e+11
4.54048707831e+11,85061788.4912,4.45668461504e+11,3.68743621126e+11,3885884.65337
5.97043911206e+11,1.22542316911e+11,38955783.9701,2.45203278896e+11,4.92209775851e+11
3.48914710655e+11,5.64760470736e+11,38407957.5058,26767307.2198,4.39402217869e+11
33392958.6683,1.64599278001e+11,4.48349417882e+11,66780925.4736,175887650.98
3.49432840391e+11,1062168232.54,3.30231655309e+11,26361874.6951,7.42072450133e+11
3.23244510582e+11,19830183.4583,13804307.5962,58208544.1571,3298097.72492
212260395.76,4.03616572108e+11,1.19645027778e+11,2.58749999365e+11,136291740.7
4.71733602029e+11,3.70997935526e+11,2.95985439872e+11,2.81890274738e+11,67442565.2853
5.90255042936e+11,224605128.64,125678322.7,58640929.1295,1.81994997385e+11
128464926.67,2.12825849252e+11,1.81125655228e+11,2.65029921284e+11,4.13156220429e+11
2.46552707755e+11,4.05965056472e+11,3.52731910376e+11,2.11180134856e+11,3.00836302252e+11
2.83288337606e+11,59852680.7546,1.93214510572e+11,2.92443988067e+11,5.06771442626e+11
46669301.7156,5.71671667577e+11,83629431.4597,2.74105892367e+11,5.70911723657e+11
5.20062166653e+11,95848534.4747,2.01648347933e+11,2.70787266036e+11,13586933.0081
2.77618955461e+11,1.68894580155e+11,1.73497448334e+11,66751599.6744,53932241.6204
2.55336669071e+11,133179849.26,3.27355112182e+11,5.00677309683e+11,77080474.8627
4.96503208543e+11,182194007.17,389243529.93,3.13362151131e+11,1.37260854555e+11
173898794.64,1.74419022687e+11,7514213.10314,3.69900600932e+11,45474410.9149
66152467.4361,1.75992556971e+11,359468615.44,1.75243090626e+11,42671968896.0
4.80277382398e+11,52278010486.0,3.47762701138e+11,36748029.9189,2.96545219943e+11
2.72495629747e+11,2.32391538766e+11,1.16996210614e+11,127516097.0,2.44991037115e+11
5.07042560651e+11,1.27714708876e+11,2.48564496348e+11,1.40872957666e+11,1.50657321097e+11
1.91848037508e+11,325655.135064,10021723.7476,3.86399703111e+11,588389662.96
2.48297752335e+11,2.84845172098e+11,4.18343475233e+11,4.66673537657e+11,1.71572075017e+11
8.95154276595e+11,2.48798288907e+11,2.33394673193e+11,0.0,10559923.7054
3.70243560481e+11,4.51901854542e+11,118121092.38,3.80213290021e+11,2.53248269026e+11
2.93130263087e+11,2.43644394775e+11,365055297.77,2.67979987171e+11,37523694.5727
2.95321516919e+11,58922175.2154,3.31985618953e+11,5090616.66873,7.68151203685e+11
1.54106806606e+11,2.19862829751e+11,30066585.2181,1.49097842506e+11,2.54437777914e+11
3.26110255948e+11,4.57247990824e+11,4403779.5445,9.87019380597e+11,1.18624629973e+11
7.53779955566e+11,2.32950649727e+11,1.95230258315e+11,44838497.9057,4205702.36099
3.47030963232e+11,1.89354664349e+11,259437978.69,2.19494868746e+11,77304952.4685
47784192929.0,3.06623580917e+11,39046433.5905,3.18804648285e+11,568634.633919
74227046.0804,4.02088891196e+11,2.95814024667e+11,6.05526141249e+11,2.12097071096e+11
6340941.29928,24480195125.0,4.41782461126e+11,280787852.38,2.22241150631e+11
1.89497605831e+11,15582568.1226,3.05719878706e+11,1.67965813833e+11,21968357.7718
1.69956432034e+11,4.70775558564e+11,1.42062252863e+11,52474032.2595,3.10782090025e+11
2.34146346087e+11,3.81310612823e+11,2.88490916235e+11,3.83167622577e+11,3.22752935713e+11
1.01177144574e+11,36619957.7211,52071673.1384,1.73324934972e+11,2.00769933427e+11
1.74303520463e+11,2.42840139564e+11,1.58087408637e+11,86848453.3657,1.43257225102e+11
57479860.9292,1.70589452068e+11,59806024.3216,2.55116744602e+11,1.14765760502e+11
3.47005281633e+11,2.90033308037e+11,16408111.7023,1.02606164558e+11,397246582.61
4.80591726775e+11,188535710.04,1.01137993197e+11,4.27146154717e+11,482825920.99
6.26945462803e+11,74395333.3019,38163690605.0,6.86296925978e+11,2.17182503615e+11
1.75959963946e+11,3.76351505218e+11,90033622.7216,22834930.1594,74087710.4754
2.39194470872e+11,4.53559745428e+11,3.62816049361e+11,29813820.7787,192393769.65
57495521319.0,5.59185844218e+11,2.16417475919e+11,2.85864359578e+11,196278889.9
2.11365565353e+11,5.21833596436e+11,2.02474403482e+11,5.31121515542e+11,31155931.9331
80947768.2417,65234072095.0,96541904.1552,2.67072070164e+11,4.33100726293e+11
1183152894.87,129241901.3,1.73653845748e+11,1.09757936339e+11,1.96107588676e+11
26536177.3717,1.43354002598e+11,130356220.06,80164447.7884,1.62291826292e+11
248866300.32,74660922.1143,3.25476767874e+11,1.84387394576e+11,8.08985440032e+11
2.06934093587e+11,2.17725674857e+11,182308990.1,3.01293761613e+11,85497372.7811
3.54151155361e+11,3.38850266653e+11,3.82008618675e+11,82993391.1301,3.59290754466e+11
9.13883612474e+11,4.68722723537e+11,1.43294211697e+11,38218593.5728,89289050.3993
5.85591896271e+11,1.84046599949e+11,1.77029834615e+11,2.95674057633e+11,3.99890375086e+11
54743935.3294,4.22221090899e+11,1.67392229596e+11,19582960.7606,4.00210049116e+11
19695856.8434,71087147.5385,0.0,1.74447474005e+11,51910746748.0
1.27968153886e+11,274683276.75,206615588.81,92135118.1298,9359815.06514
2.71890392742e+11,0.0,61333818.5239,6.39261807024e+11,1.59845050331e+11
1.17033761658e+11,2.51553226486e+11,1.69508004013e+11,1.46317343531e+11,2.15688859271e+11
1.11886978477e+11,3.46229986502e+11,1.20438513946e+11,1.77349588998e+11,279848388.23
1.41395344694e+11,25248949.0103,261531849.71,2.67924223614e+11,1.61957363078e+11
221712432.97,3.09025097187e+11,2.36967687652e+11,4.22353988008e+11,1.26238403268e+11
1.78026906942e+11,221328500.91,1.50143461543e+11,78007595.0156,2.69753849743e+11
3.34373181591e+11,2.93657386089e+11,2.77158560394e+11,2.50854399555e+11,269476087.87
3.13603269441e+11,5.19002520859e+11,162670473.53,75076160.5391,92700373.7863
1.72831515832e+11,6.10132193253e+11,84803723.1612,29763470.6145,40356397.6815
1.40159980456e+11,5.07914463363e+11,35154539.2945,109352458.62,5.18882202755e+11
2.14030791482e+11,3.58762458816e+11,38382297.5546,4.23426500754e+11,1.91375776055e+11
3.65912885696e+11,2.64312398783e+11,1.13910631528e+11,1.43508605069e+11,2.39463624264e+11
49269741.4661,1.28105221458e+11,92338899.2756,2.70132659154e+11,1.13919677273e+11
68416033.1725,4.94908142266e+11,2.75619777765e+11,644950432.51,3.41880336577e+11
4.19686539072e+11,2.45286132527e+11,1.26935982879e+11,19978861.2152,14960467.5756
1.07305801948e+11,1.12871462173e+11,2.64351196096e+11,2.50858930468e+11,85278066.2272
8.80012132782e+11,35657600.9886,1.32301929883e+11,769614373.72,7.97688334337e+11
3.86976389409e+11,48457289.1316,1.77674222657e+11,2.25683941086e+11,213500496.24
22305324.2668,1.06557595807e+11,1.76343287921e+11,1.49425538481e+11,2.15400831776e+11
2.23596116214e+11,6.31714209827e+11,1.80390578505e+11,1.75433894889e+11,16718320.6887
3.46027865202e+11,123300272.59,95038490.1479,470165309.17,31854568.5911
4.12820672821e+11,590008657.74,5.62600818265e+11,2.34570184676e+11,73438910.0189
81896323.6889,21550891.4431,2.40909287743e+11,74854735.0153,2.00609935629e+11
48187008.2711,2.01892179098e+11,88069246.0624,80481601.8397,2.21729845657e+11
5.61351681099e+11,93711228.1504,1.67286614296e+11,3.57269032403e+11,28955855.8952
20691527.9137,1.70731293507e+11,20151887.1049,1.41461525518e+11,2.40252080338e+11
5.54784521207e+11,358926.26659,7.69496917156e+11,21852214.9582,57282327.2438
2.09453135125e+11,1.40250252997e+11,88621142777.0,86441975.4845,6575758.32801
3.26519904844e+11,15153162.5787,16281573.1489,7.02071580852e+11,2.67316628182e+11
4.48863403026e+11,1.81470911617e+11,660978792.89,2.80955080483e+11,22161689.0569
23948336.7202,1.56786755788e+11,1.39953954602e+11,527781817.28,37078594.7454
3.86185145644e+11,28900516.8547,3.36905325957e+11,4.31099819316e+11,9.13925757041e+11
6189361.29528,7.17873571443e+11,3.69951999217e+11,64503237419.0,3.99301527763e+11
26688906.0739,2.16971449795e+11,3.87424886958e+11,4.37325432998e+11,25941604.7162
1.10147210052e+11,5.90018116639e+11,78746071.8791,2.60389745982e+11,209522666.75
3.14480567738e+11,6.19892190951e+11,5.49332298583e+11,2.02913583191e+11,120359272.49
2.52539329418e+11,12308007.5406,166954992.93,2.96466756962e+11,2.86235421323e+11
22296538.8855,1.37704234362e+11,2.27415234449e+11,2.32034587333e+11,2.27948002321e+11
1.39029561228e+11,4.02637261246e+11,1.78633298007e+11,104367537.18,8.38538649845e+11
2.40168243846e+11,5.49252793936e+11,136003467.95,1.48012617759e+11,53937954.9961
3.34281697686e+11,3.84700829674e+11,9.44730315509e+11,6.55328173081e+11,45699006.9526
4.13682204346e+11,73892032.9264,2.60830706056e+11,225437252.06,366913061.8
7.85215680231e+11,71017535951.0,1.07679794582e+11,39961292.2538,2.01595422836e+11
2.85888438525e+11,9591488.80287,13504655.3374,43385194.7657,73893010.3036
58698498.8614,3697850.70999,4.28152081833e+11,2.70170979151e+11,88085222.9139
58809111.2483,124665890.99,2.02889851646e+11,19291955.9217,3.67382943209e+11
4.08771171365e+11,50076059.5098,1.58141308704e+11,5.25227908577e+11,222618248.89
1.15593765821e+11,2.42489653604e+11,7.88416506064e+11,5.52769607519e+11,1.34662630034e+11
54211982.8457,2.41950406977e+11,1347555666.64,1.80567157929e+11,53302680.6677
1.66106866073e+11,4.39665606591e+11,1010265876.06,2.98327811379e+11,3.18164135756e+11
124730402.13,6.45126896989e+11,5.84400945862e+11,28411321.9016,39452963.9021
1.68649065167e+11,2.79780320398e+11,32726384.7015,99497428.1948,6548315.41606
1.65117133016e+11,5.02137569076e+11,62354761.8306,3.90569017646e+11,1.74428336348e+11
2.04783227175e+11,6.98447631978e+11,2.62498414489e+11,2.43746135218e+11,5.11257090326e+11
1.43208760781e+11,1.65300887283e+11,29010509915.0,1.80340490469e+11,15926604.2685
3.30887820869e+11,1.64847911803e+11,38380004.7888,1457510720.4,30926314.3755
2.30682040756e+11,30685511.5282,1.68582323794e+11,4.21947916145e+11,2.22191654126e+11
83728433.3189,5.26023083597e+11,5.58368347358e+11,1.16565201359e+11,1.47765646737e+11
1.74006895746e+11,5.11938683325e+11,26242514.5845,5501452.79841,4.58433551814e+11
248114512.73,5.81267613957e+11,1332244775.26,1.37875148377e+11,28665086.6384
4.46097443923e+11,1.27717415968e+11,4986148.45846,5.01000443997e+11,1.06644533724e+11
186137298.86,1.01640896548e+11,53710445.5878,59292198.0168,2.21237110238e+11
5.19066003749e+11,2.14083627845e+11,95105483.5998,4.28236270652e+11,2.51349615853e+11
6525666.21052,2.83250651466e+11,4.55576919362e+11,67697214.9159,98387316.2181
5.78702126684e+11,24934835.1687,2.64147248065e+11,1.94258462671e+11,86241380.2511
1.92451933005e+11,33168125.4665,2.81514763325e+11,421193946.5,52551351.9843
8.48032417165e+11,4.80752999104e+11,86695301.8761,2.95521037762e+11,1.53581088033e+11
5.13151214619e+11,173226723.84,3.74965852878e+11,3.67271754106e+11,3.35486220499e+11
5.22000125315e+11,9.11729315881e+11,1.82015009498e+11,2.64336688813e+11,2.68979071904e+11
2.71770732297e+11,4.73794280221e+11,4.24721912879e+11,4.44842469553e+11,2.55724318499e+11
3.65603716214e+11,1.76507429025e+11,4.79447147537e+11,4.02107901391e+11,1.96890265766e+11
3.62814006321e+11,5.86636882108e+11,5.55529040949e+11,2.20080828744e+11,3.09333007302e+11
2.45163810658e+11,2.82924633116e+11,4.14094486903e+11,38540577.5506,42220197.4539
2.55328603017e+11,4.20821593846e+11,5.07850962569e+11,302170008.84,1.76553331061e+11
4.08392406457e+11,3.71311821469e+11,2.88598595427e+11,77967319.5197,5.02319693125e+11
7.27368035482e+11,1.35591512148e+11,5.04233224126e+11,84380510.0238,1.66290038722e+11
2.69420427964e+11,73149117347.0,3.88938262313e+11,158839703.37,2.68201394925e+11
5.42073346509e+11,3.42106146231e+11,29123271.7393,1.44855870943e+11,5.05065253429e+11
5.30873272398e+11,380688209.95,7075430.54907,1.16805168289e+11,2.55059508326e+11
2.52500206879e+11,2.43530581055e+11,50595581.9022,8.70285334428e+11,2.57640574771e+11
4.72189865163e+11,6.32930017251e+11,1.79468965506e+11,6607600.61998,1.02758625095e+11
6.65845584242e+11,3.23430333843e+11,77599870.1468,4.59324200483e+11,9.20202968606e+11
7.44656541674e+11,303668277.71,36008790795.0,39126977.7973,3.41589099503e+11
90259804.4616,79006451.5197,3.98011820754e+11,5.90245283011e+11,3.21873666871e+11
1.51784046099e+11,3.96994629441e+11,1.12118441509e+11,7.18492524299e+11,4.42383993602e+11
3.88460404157e+11,89135689.9475,5.40089758961e+11,435850143.85,5.67170297298e+11
2.91653188792e+11,8.70475378121e+11,4.10713848201e+11,72702609.3226,4.80183066342e+11
1.13473881621e+11,63111832.4342,32929240345.0,1.51876213402e+11,1.60572700515e+11
2.12425055355e+11,38424431.9403,294448153.34,3.12902490456e+11,3.65952833855e+11
1.63236243422e+11,1048558932.47,87677412.4895,2.95211063752e+11,2.95805015647e+11
3.95686685543e+11,16529865.2206,3.85774861286e+11,3.13731144929e+11,81900259.2577
86818127.2447,1.66677069526e+11,0.0,4.17174607605e+11,415470649.58
1.47847618713e+11,2.65530645607e+11,2.76980028003e+11,1.16041117842e+11,1.11229455887e+11
8.41967622999e+11,4.83490634356e+11,3.97404512042e+11,5.48114092912e+11,4.41678208446e+11
88887290.7033,3.42026902835e+11,5.24492975147e+11,4.03000891687e+11,95037373.0922
419196632.34,26891097.8318,2.17130214189e+11,4.51864006677e+11,58076237.9162
5.31330261415e+11,3.35898193852e+11,43281697.7109,3.32213199757e+11,1.07350001802e+11
14544451.8729,2.41142309891e+11,7.19012507419e+11,1.36343322764e+11,4.50534421462e+11
21982484.1523,7.50865232677e+11,4.20954486833e+11,1.10193506594e+11,1209136531.75
2.60098631301e+11,4.26868229493e+11,1.16700650399e+11,814670274.55,56112994.9085
6.63037635905e+11,1.50055152605e+11,4.06969894583e+11,70800715.5105,5.35154767961e+11
1.68734999746e+11,10313326.9881,8.41275647813e+11,42818473.1191,3.34063453918e+11
5.08357521749e+11,2.45449434943e+11,3.11728849227e+11,1.48567396901e+11,3.02305116547e+11
3.86581009777e+11,452297823.53,358337002.25,1.80642446329e+11,2.00945354056e+11
1023141871.0,1.99133777876e+11,1.43806662656e+11,3.72808081122e+11,2.00900827359e+11
87225711.0726,3.04924886801e+11,1272211801.76,3.36286151688e+11,8.42684222886e+11
39198135.8703,5.37699279877e+11,35282623.7711,4.59860803118e+11,4.19401687475e+11
5408190.05621,55189738.5264,91082271.1114,354788976.62,1.96613887942e+11
1.43089864593e+11,2.97781973619e+11,2.95387788229e+11,355326859.65,44420303.4887
4.03059806476e+11,2.64683211356e+11,1.32822764876e+11,73056192.5447,19156534.3132
13576123.9688,2.29708356437e+11,4.15552899629e+11,69576035.5035,5.14241444475e+11
8.67692844349e+11,6.42077011844e+11,2.01347018392e+11,2.53703556567e+11,3.12740007728e+11
465551.142266,1.85637574537e+11,4.84573420911e+11,5.01959361728e+11,3.54338454398e+11
1.56486673406e+11,4.86791097019e+11,3.12239994238e+11,7.23994139091e+11,63867345.0569
2.88759052454e+11,1.52639135881e+11,5.17327173116e+11,4.31016465189e+11,2.28996802078e+11
0.0,4.74091688642e+11,5.35298449211e+11,2.71034536505e+11,2.20630279406e+11
3.98857299803e+11,79171723.6562,1.71637529492e+11,4.46361074968e+11,717674042.36
60684433847.0,4.42056583415e+11,1421044718.16,5.67193331917e+11,6.01361625959e+11
3.57494736821e+11,3.97884200131e+11,7.57719610221e+11,1.91726205753e+11,10876835.5514
15140272.1606,2.75639445005e+11,4.55264981864e+11,7.94890376504e+11,6.25081446874e+11
12258607066.0,3.64762668546e+11,15069412.4478,1.00557427652e+11,7045690.10054
5.37970837734e+11,5.94337991054e+11,6.32136188933e+11,36821950.6973,4.84458856411e+11
3.69570702731e+11,1.27445444402e+11,588088937.71,4.99907273741e+11,756235532.04
1.66422755691e+11,8.94382821604e+11,5.27567335348e+11,21488448.5968,56343108311.0
5.72711040957e+11,1.89289450898e+11,7.59533281071e+11,1.40856099228e+11,3698821.02416
83110844.0694,1.89562361179e+11,3.48350548966e+11,55203087.2004,237611808.02
95412490.0963,4.09934138506e+11,3.85060858452e+11,5.03156326081e+11,2.23772253541e+11
4.55091994716e+11,4.39650025023e+11,2.17237706795e+11,2.32366293053e+11,84749517.5736
3.95937476927e+11,5.05750564821e+11,5.24382759456e+11,3.02680999437e+11,2.85664284439e+11
2.42091941319e+11,3.22986630819e+11,5.28902176869e+11,2.45999011797e+11,2.66672801514e+11
61814585.3703,5.89542629591e+11,234302933.81,1.33448321717e+11,3.03136476567e+11
61233949.0674,3.16062990896e+11,2.89818725503e+11,4481161.70169,405480017.58
1.35698845039e+11,1040114637.86,4.84642077696e+11,6.20134675118e+11,5.91890005082e+11
0.0,3.54539775936e+11,2.16305561386e+11,4.16680527925e+11,1.77806927544e+11
3.65812325086e+11,4.20500718975e+11,341915691.98,3.50283462489e+11,66306867.2604
3.14949416257e+11,2.14850410867e+11,1.73240033461e+11,5.87268387457e+11,2.90326432027e+11
2.09963179377e+11,2.91384761397e+11,6.51847008204e+11,42687148.2883,2.12485817576e+11
71703062.5007,54277542.0313,2.94230742502e+11,2.25871875786e+11,271445174.18
5.15079632607e+11,4.36638561375e+11,1042917217.86,5.00697877734e+11,39707677.9093
3.05222279981e+11,7.51780411367e+11,48051489.2754,1.43264532879e+11,4.18854408455e+11
4.13978153669e+11,15453013631.0,4.24228138174e+11,3.44605524825e+11,4.44272618526e+11
71776716.7006,5.66080572335e+11,29073314.9622,8.16479749896e+11,3.17252264068e+11
6.80260521851e+11,6.63506545143e+11,3.96461368568e+11,1.06383333319e+11,2.71943590191e+11
744950114.98,1.45406136136e+11,5.21456724847e+11,4.33630016181e+11,2.75146804865e+11
6.66851241277e+11,4.12968276843e+11,1.98199384049e+11,3.02514734504e+11,3.03425162739e+11
4.16950183664e+11,8.32351656504e+11,3.33603720801e+11,2.61596812033e+11,67414678.5248
3.94653292501e+11,394470496.43,2.45111359999e+11,1.00279211088e+11,9.51074810291e+11
2.54669014875e+11,7.99593783386e+11,2.51487158856e+11,5.84731291452e+11,55705275.8402
3.20435336198e+11,3.19176696583e+11,1.34419637276e+11,1.27515698061e+11,2.14514047126e+11
55848510.4555,9.39491452499e+11,50607849.4817,3.31150569923e+11,6.78922802624e+11
5.55971430785e+11,1.35852085788e+11,2.91035271656e+11,4.53102641609e+11,3.77861561646e+11
1.89800262808e+11,1.08586038416e+11,3.19448124967e+11,2.10080157294e+11,4.74397731183e+11
57397149.5597,44265148.8122,2.19433603604e+11,3.32158036993e+11,3.94388507147e+11
1454473124.07,6690645.00094,1.27733648594e+11,5.31651538057e+11,4.27077838483e+11
1.36536966911e+11,1.92764537769e+11,1.89915158988e+11,3.13776449185e+11,7.74178475358e+11
5.17777374728e+11,4.86965760002e+11,4.84949112722e+11,1.67972948723e+11,5884418.40392
5.42576263605e+11,6.34812491815e+11,71712750.9681,1.73821040165e+11,3.27420854618e+11
6.75519356499e+11,293808169.04,6.69227159898e+11,2.40012863554e+11,4.44081928737e+11
54534592.0498,4.60679606593e+11,374550313.56,3.88531805674e+11,2.43276868245e+11
8.38818536103e+11,1.82861633769e+11,6.34180747543e+11,3.03604044543e+11,9125580.95045
4.21273162233e+11,4.29306621577e+11,6.41769450962e+11,3.29064510025e+11,3.14472898494e+11
1.24111998164e+11,4.70883680023e+11,1.30406320026e+11,5.44377998859e+11,5.41794185645e+11
6.39392894075e+11,1.32882513095e+11,2.87587618127e+11,2.81128484445e+11,3.56315529584e+11
5.78064413321e+11,1068379612.15,5.58450799932e+11,1.74782278589e+11,1070682710.86
413578671.85,3.16720687135e+11,39428328.3205,1.72983685944e+11,2.76888446741e+11
3.10070526008e+11,97459056.1176,5.82057828196e+11,3.56921038778e+11,4.03407021341e+11
0.0,1.22579542419e+11,3.20779989481e+11,1.13170737763e+11,1.08457371139e+11
3.15255468347e+11,2.48189847734e+11,2.96356727748e+11,5.04397941516e+11,3.19447554174e+11
2.02017683106e+11,6.77078947322e+11,3.26663958418e+11,4.42081908826e+11,40512111.1919
3.94889802662e+11,9491591.68451,5.90566782391e+11,1.92421744262e+11,133255392.76
2.70776129455e+11,2.05269762576e+11,2.94945981008e+11,6.26762019453e+11,5.15159499963e+11
2.16305260852e+11,2.56796847279e+11,3.43851246399e+11,372354953.87,2.18314693095e+11
6.15968058623e+11,3.46027604718e+11,326998482.57,3.33749472888e+11,5.39305667069e+11
4.73783888155e+11,3.95539767576e+11,1.35999464297e+11,6.80596516576e+11,1.58882289941e+11
1.47719073998e+11,5.75388958218e+11,4.42629453305e+11,3.05358417756e+11,3.72640345039e+11
1104439934.7,4.77797777913e+11,2.45956369187e+11,278323890.85,26898134.8199
83950319.0494,1.38651781761e+11,479448065.92,8.01336739711e+11,3.87501498428e+11
82506203.8565,21094734.6803,67544213.9349,3.54139393132e+11,3.39383933824e+11
4.76241462156e+11,3.15326964148e+11,3.27973478259e+11,4.27309145258e+11,1.02413032377e+11
6.16121961595e+11,2.46184650587e+11,1.91429129635e+11,7.58203333501e+11,207346882.64
2.71780434725e+11,4.79448935706e+11,511989516.84,3.38549521733e+11,2.42750142772e+11
5.33582965116e+11,5.16266968172e+11,2.28444016886e+11,331021464.83,2.23845409163e+11
1.03592522493e+11,4.79230082685e+11,21692560.7413,3.47988535259e+11,3.77573046795e+11
22269232.83,302859359.48,3.44038755339e+11,5.65036554411e+11,2.51616690136e+11
34358436.6597,1.20330184486e+11,104018266.58,4.88320885967e+11,4.07878749643e+11
6.92159062307e+11,6.84499032895e+11,2.06437445586e+11,3.69646289506e+11,2.11427091624e+11
1.85380587662e+11,1.88441513336e+11,131574368.38,1.13610291542e+11,1184431059.53
3.08035223877e+11,46712840991.0,2.38865458229e+11,11733101.2331,3.58788262631e+11
1.53622309867e+11,1.65884000128e+11,5.53278370758e+11,3.24355576235e+11,2.77680534378e+11
50631462.2805,86752635.1092,7.85639009029e+11,5.02337352985e+11,235726224.3
301353209.58,4.77572645981e+11,2.14401752323e+11,5.03889962253e+11,2.85111721847e+11
416733471.61,6.09426704155e+11,1.96244522856e+11,1.30741731804e+11,39182671.5599
4.67435194004e+11,3.02472967517e+11,235894067.33,22524119.9574,1.19760785876e+11
88011429.5937,3.07420039854e+11,14336012.8186,5.09126745932e+11,1050628913.84
4.57423539644e+11,7.90460278018e+11,6.94198304548e+11,2.82201842064e+11,4.38195651813e+11
4.60222526256e+11,4.71049014216e+11,8.54941115827e+11,1047609506.82,1187258476.06
4.31515980507e+11,3.87677509561e+11,2.36091897084e+11,357717877.42,1.78416951918e+11
3.27086769452e+11,3.20383782912e+11,7.51832315281e+11,1.22464987087e+11,1.74898040945e+11
7.80930794246e+11,1549775384.68,54749898.2245,6.12220816249e+11,37512420.0485
1.23640432896e+11,3.54798726606e+11,4.05824755787e+11,1.58924608959e+11,2.08792498151e+11
296502132.96,4.23425541561e+11,31372136.9241,71457284.2183,2.83982850804e+11
83968836.9989,7.13948407548e+11,1.92721744433e+11,3.87681228386e+11,21491784.9026
2.76568469294e+11,2.86613329858e+11,1044691655.44,4.46891381976e+11,7.41753215379e+11
192308438.33,2.53584656355e+11,593076714.35,210131643.5,2.02747919115e+11
7.16025191916e+11,4.47645718413e+11,5.66071847801e+11,204823127.31,6.65097098864e+11
1.09392297122e+11,4.13556158171e+11,1.99190780306e+11,6.03185457235e+11,2.46042022495e+11
1.25460465107e+11,4.12863506861e+11,5.48427513368e+11,5.61457814629e+11,8.46005531154e+11
5.77054860881e+11,3.91184171934e+11,264254917.16,615999357.47,1298583754.46
73975635.9638,2.62923035893e+11,1.77012033694e+11,4.86697134122e+11,27913779.0502
3.97987933661e+11,2.46278708276e+11,1.63660952197e+11,3.88324581535e+11,5.52467512188e+11
91279690.1314,32161287.6859,9.92023583757e+11,2.65599134937e+11,453945545.34
2.66388951646e+11,196133814.36,3.79489867962e+11,3.59688840017e+11,5.82518984895e+11
47314872.1971,47919233.1377,7.31084802885e+11,6.00857675408e+11,1.49611376959e+11
1.61862236726e+11,1.76871170605e+11,4.40072874775e+11,1.58757463896e+11,2.63856720847e+11
4.42954939502e+11,4.21390327813e+11,3.20832465251e+11,2.31814512518e+11,4.23772381375e+11
2.57623351244e+11,3.80854034398e+11,5094369.97662,4.90912669737e+11,4.11930293211e+11
3.28254258193e+11,52988385.0416,94187769.5194,5.34937989593e+11,24992616.5719
3.87553694291e+11,66174564.8538,2.80653102892e+11,5.11297134273e+11,3.53865895898e+11
9.80481208663e+11,5.81530145443e+11,3.74036145464e+11,1.65534923912e+11,1.48339784116e+11
21621263.9227,2.15166559604e+11,5.08942545755e+11,1.13238255531e+11,2.50324926966e+11
5.18131099311e+11,196111951.71,1.29013999906e+11,4.67789487528e+11,1.60795028819e+11
48061989646.0,5.40931771273e+11,77056023.7248,1.70300463056e+11,5.62603887208e+11
80002160.2964,4.15654070976e+11,2.62624872116e+11,2.61939004719e+11,3.20242223903e+11
7.03376634906e+11,4.11387027753e+11,25986677.4418,2.45390260223e+11,3.98749840948e+11
2.38748962251e+11,7.13504320178e+11,14669509.8872,63566455.36,4.92868055463e+11
3.66208731638e+11,3.79686864249e+11,3.33835095992e+11,7391591.8814,172877575.78
4.35804791562e+11,3.97411429526e+11,2.83973650555e+11,31773485.4825,4.81108098541e+11
5.55830526731e+11,1.08634976301e+11,3.79148604748e+11,5.14820259706e+11,7.51588134048e+11
4.54830810736e+11,6.79601897178e+11,1373020860.05,4.00311761483e+11,367365144.32
21839901.6662,45331621.0379,75005730951.0,3.71301987899e+11,1.29217104667e+11
6.07593174473e+11,53095100723.0,6.31517489157e+11,1347669953.02,995624485.75
