Centro,Dosquebradas,Ventorrillo,Cuba,Naranjito
186390157.982,-25037571.3167,364583318.798,478133113.145,
18224379.2356,65099129.7611,974470084.728,418305422.085,
200162533.173,44649373.5238,329010793.863,12389024.7961,
188567796.388,1581569.80994,725177940.187,92714768.992,
71879932.6365,0.0,1395579284.74,586411874.335,
56637766.787,184883411.284,515055281.012,494311031.135,
68617102.5943,113176898.864,640069788.769,53162136.4777,
7355633.31385,16209510.0334,527788692.616,512055667.036,
53477329.7551,108218129.632,1483411516.78,234388420.304,
20871559.5269,0.0,141728412.044,9617192.19094,
425660418.561,-1983239.64262,397300429.734,431360519.728,
60259746.1507,129408214.625,1119329366.79,41622972.5874,
226205722.079,-13341826.9779,287628604.401,702832568.401,
33892389.1848,26025800.3267,681564799.897,105245336.739,
158399603.47,262666388.249,412854015.01,328055264.715,
380776771.874,21860888.5776,137923614.523,176213023.004,
238420030.637,179654475.472,67421446.36,476592053.152,
148697812.728,191809154.89,294285192.193,130376690.487,
18756069.2203,95093300.423,1060984684.66,-84352.3856241,
37930791.4447,12655472.1017,306618805.82,303626465.847,
36403104.6297,361192089.172,437698089.722,43999626.8337,
65784596.7163,11300555.9811,553309524.488,188566183.914,
373429785.488,2542341.85617,316811891.052,612669117.729,
180734266.989,117725256.809,1656922799.79,30564260.0494,
829039677.803,0.0,343277444.19,154832173.779,
38048812.0323,111682836.215,90261607.5777,570922294.971,
144169576.805,137429163.846,318467596.662,342174083.544,
6665078.23235,93859729.6596,562130189.015,137884944.508,
13121918.148,20469082.1085,1278734774.77,174109909.947,
253733305.886,-10406802.3698,684257269.658,694332216.71,
127235669.053,153569184.698,968298292.78,563574418.261,
298397174.256,319635717.599,415950807.544,29637895.3662,
215010918.399,192336312.3,77061175.7497,284580888.046,
297769683.855,158800416.117,294637654.063,112126276.125,
344218548.245,26349824.7382,143031881.86,403179008.722,
14908069.4881,-206774.212337,411429290.682,122309472.759,
197073920.453,308862518.315,1032582832.0,409593108.602,
79164590.3975,-15748882.3608,139152378.337,-8989395.23418,
3910558.05753,20941042.7821,146693573.895,319570935.248,
439505348.72,-17975157.9416,393936343.097,127441531.551,
249056805.603,83746595.899,450516691.592,57272082.9203,
97966984.9187,232592922.577,944056560.776,858330684.843,
37761218.045,46734759.3707,367483717.43,748342757.632,
202392310.705,84606872.0615,,141179185.136,
147087087.699,107611776.137,,1005288656.67,
-57012176.4428,243102321.253,,297780875.355,
111918978.506,73034260.1525,,432701350.19,
446945941.373,53943444.933,,57278496.0854,
55232982.028,4956418.67484,,118645950.65,
85957419.3134,-30413763.5138,,230930916.133,
260769211.637,76849812.5353,,559018897.529,
138570129.835,530763650.287,,503626195.181,
25582932.1707,24665206.7421,,319586018.041,
-5383040.7781,104210778.254,,272527133.177,
3384552.44232,104502177.895,,426738658.182,
465974001.738,0.0,,87756327.0273,
284055492.093,77335642.153,,28793210.9144,
199877334.98,18382228.9674,,788041792.429,
14823601.3222,62856185.3592,,655963854.757,
528482374.511,119580660.013,,198369789.537,
202376020.562,9817544.97053,,256202017.265,
151225560.011,249760776.094,,39094595.3228,
579732148.023,93535550.3688,,153104228.703,
101609907.566,141846493.531,,301038052.452,
287402574.545,49040305.7758,,125782823.514,
430655833.548,252318498.591,,1762491.20624,
262579647.686,130098992.122,,295094754.569,
302048631.817,169520991.812,,425341603.302,
65205770.7558,54620309.3392,,385726068.034,
54117348.1807,60256764.346,,156843502.449,
112963980.332,197595148.789,,319701407.048,
104837976.512,97696979.109,,559501835.096,
76512761.0017,20945942.6068,,571687654.879,
3209881.45661,16163274.377,,344893463.011,
89454923.7291,137357551.957,,31469022.9403,
166582991.102,66618988.6541,,200010515.937,
-2007984.58698,53200765.5046,,589306438.108,
57326205.0419,168782242.918,,6369091.17373,
67413141.4864,34757271.1195,,143044143.336,
18061142.7709,54857238.2978,,256499675.197,
117192267.646,0.0,,231571604.548,
215227522.561,119787794.832,,141301479.443,
284127024.822,2157165.90552,,252180951.402,
132132373.563,8090753.8237,,,
147133667.312,42236547.0295,,,
224178725.294,0.0,,,
131815403.323,7657638.02955,,,
220670293.029,53798312.0373,,,
121245392.268,101090785.041,,,
57095390.7769,66000202.4516,,,
186020138.855,-2526326.4965,,,
291666954.749,-23994528.8506,,,
171602558.479,257899786.98,,,
356045406.837,94016296.409,,,
213567914.554,139108368.097,,,
17861790.8984,82420819.8842,,,
222001501.19,35585123.5258,,,
199770614.298,22009014.6874,,,
22421377.8934,58752798.5214,,,
1530166.6353,0.0,,,
118402542.055,139691985.365,,,
156635547.346,2490574.97271,,,
91668541.5157,318006534.103,,,
38124955.5007,85957366.5439,,,
63072594.9671,-25568063.5877,,,
322178771.141,233202548.342,,,
320434689.493,54646577.6828,,,
85176652.3402,93014362.9425,,,
255054954.318,54192760.4488,,,
126377377.278,7754366.48024,,,
17736775.4703,245143254.657,,,
55693461.2545,45249912.7314,,,
34479905.256,-113552.756389,,,
274534912.3,104925557.862,,,
376939927.362,88955580.9781,,,
672896817.748,12808903.5245,,,
11353552.1658,105686606.936,,,
271855034.963,103375631.206,,,
2715181.79218,-6899411.29271,,,
75919192.1849,43938580.2627,,,
176051529.998,186454275.921,,,
16920349.391,4675877.48972,,,
421236.802749,349368362.602,,,
352944114.57,0.0,,,
115601516.173,146894604.087,,,
425994487.963,34790063.0527,,,
29221459.0226,160965832.538,,,
247273157.431,5948009.55322,,,
22614342.1838,140103267.457,,,
188572785.008,139087978.453,,,
245874641.772,205582655.058,,,
165614580.138,108905403.864,,,
169754669.888,136400944.437,,,
1509470.99154,13555213.4692,,,
324614269.062,173599335.706,,,
57046381.7195,91700973.4805,,,
177579581.26,43065583.7722,,,
348702447.494,-38405809.3486,,,
-2432990.99973,31060795.6209,,,
238196770.681,61731494.2966,,,
128374415.564,83761018.9871,,,
338723100.649,10441055.1335,,,
51703019.5556,130851660.049,,,
389699994.03,40004801.9571,,,
210765111.79,85552771.1485,,,
127278414.025,339069920.801,,,
441106663.491,98421771.3659,,,
68332466.8702,304307181.9,,,
78148022.1059,202346225.805,,,
71611147.9246,-2730529.83023,,,
362548164.375,222385476.02,,,
107014954.76,23871977.9892,,,
344992300.505,-3379481.53778,,,
298264515.116,68137752.6641,,,
45980084.5912,-23127713.1445,,,
143428841.79,318654987.943,,,
76124798.8646,304944316.905,,,
138004610.196,80617208.6444,,,
150446993.761,9855053.28221,,,
213925251.241,220720537.201,,,
163422158.34,41326024.0048,,,
130202731.001,4210749.62429,,,
5545436.71151,3402502.70658,,,
77575898.5275,8622281.04898,,,
0.0,23420191.8719,,,
134034454.473,33327947.417,,,
316980158.724,216815363.232,,,
364734487.36,52956451.3126,,,
109533943.157,40394373.5756,,,
181384570.66,184417318.101,,,
143191134.402,202449542.245,,,
211431123.165,448575637.022,,,
394374817.144,194633848.152,,,
171587790.671,12153630.3333,,,
69151717.192,48606829.6396,,,
84518287.7847,87032212.306,,,
263027441.181,279001907.937,,,
85104879.9299,324883110.437,,,
347052878.344,213670208.918,,,
75214010.0436,267396231.86,,,
30267015.7685,36037908.0125,,,
206314087.419,420566487.118,,,
129702841.084,92811293.7632,,,
88595090.8358,133076121.277,,,
244262007.047,16449227.5548,,,
12410639.5357,0.0,,,
138204390.275,25648179.3487,,,
120467982.407,35277794.2588,,,
99497285.8109,114749745.69,,,
87513594.1807,26298800.1587,,,
167387674.089,335016101.076,,,
17727344.1765,11568313.62,,,
7182141.09534,136269435.454,,,
403339604.48,-4202577.97816,,,
355111225.156,139949067.393,,,
287646722.152,8526538.85734,,,
11676060.1351,12642510.8015,,,
165021976.562,48432902.6367,,,
-10397101.5359,194900494.968,,,
164604532.477,0.0,,,
61153397.4666,41251717.1381,,,
89473243.4372,94039169.9431,,,
56328788.3527,372117502.642,,,
184715770.937,15650166.7416,,,
144330402.068,76202151.9099,,,
112447417.051,64288497.4911,,,
74021349.8835,85412522.044,,,
53574360.8463,22956460.1059,,,
60418380.4861,31753558.1453,,,
235029618.937,180427493.263,,,
200714391.686,56871513.8725,,,
139984593.885,9971757.5857,,,
481816586.767,27746381.7772,,,
3117815.57048,77552210.4463,,,
47575400.4776,135949765.296,,,
17680026.0732,112500220.106,,,
99123918.1828,22372088.3925,,,
209013048.339,20778212.8517,,,
23600484.0154,7862548.63128,,,
352180013.87,1039596.32579,,,
353154755.633,26149939.8123,,,
58081640.753,100306501.876,,,
329039046.282,594430108.832,,,
171254567.625,11026209.5361,,,
33704666.0901,273532046.774,,,
222119762.503,-6586385.32221,,,
123397967.733,94717672.8898,,,
164748464.123,16380000.6171,,,
257232380.748,-2536824.73685,,,
93525356.761,224201979.614,,,
261186070.387,121417814.265,,,
58615811.0057,79495703.2974,,,
12360763.7345,12379311.3838,,,
14573561.0326,-7665400.06067,,,
168374752.765,406756105.445,,,
296476015.323,59683795.0001,,,
367087092.77,-12248597.5107,,,
287523779.461,208579885.531,,,
42386530.6083,372030218.243,,,
150213778.772,151700585.822,,,
2233845.45016,0.0,,,
40489457.6031,31788873.3056,,,
202238426.565,1141299.41177,,,
47316931.6576,2027008.58393,,,
754107.009865,6914577.30791,,,
391678515.022,338786975.038,,,
33296911.3622,34213266.5965,,,
8063308.62176,11642044.6534,,,
90094629.9436,29246535.5758,,,
61386644.9827,221775963.198,,,
63654588.6546,73331886.1068,,,
433246903.957,332552605.949,,,
50666740.8268,299663716.593,,,
88431432.3399,47167686.8147,,,
201901399.901,28390082.508,,,
59756054.7995,27251697.3217,,,
73000056.4391,253971559.284,,,
55807993.6858,3739012.0064,,,
125958596.95,89668908.9565,,,
96347341.2495,23499636.0322,,,
26163996.9789,143262736.748,,,
321232422.055,131471521.733,,,
255623433.181,12164740.8966,,,
232944459.718,-21357436.3929,,,
190239530.321,23471341.5196,,,
172411047.537,13377613.8973,,,
343170006.579,28532844.4525,,,
105180601.519,337781314.425,,,
189326081.835,13432257.7222,,,
183874083.178,239384776.365,,,
156059287.989,226720831.104,,,
0.0,6463564.16058,,,
335874992.998,29305921.1999,,,
167053387.879,16675744.5174,,,
140530682.705,175511316.462,,,
59837950.3713,35699544.5262,,,
186754406.786,23500086.3977,,,
-92023116.2777,130227207.657,,,
171847506.122,-19922258.4907,,,
493038840.066,228975800.733,,,
85449893.692,31843559.7691,,,
415776695.628,156446889.66,,,
38515749.8432,30067486.5123,,,
-180370330.955,-3688820.72983,,,
14846592.3808,33445986.8684,,,
121199343.132,416721556.168,,,
280284333.785,69017056.6169,,,
276473932.599,341719286.005,,,
83841609.5987,23813793.8397,,,
313696121.608,1075033.33176,,,
3091026.76414,89248767.2658,,,
73566464.5686,66384195.9606,,,
57560215.3626,61742290.518,,,
355241879.89,34438078.4626,,,
121677580.781,-5948628.26513,,,
102544602.341,300079543.615,,,
-44097000.5342,244176377.349,,,
184221927.325,63410603.9536,,,
113438452.259,474898217.902,,,
18235265.6823,382059509.823,,,
35802378.5927,61368332.5382,,,
58864753.1977,169736754.299,,,
507477424.402,-574788.12108,,,
53700013.8934,62536696.0736,,,
182417938.635,92972960.7732,,,
192059467.929,374632461.33,,,
193295291.877,30360517.388,,,
318934629.347,57536385.6527,,,
162536216.808,28800083.9285,,,
18462084.8791,114984449.667,,,
307202752.85,77392154.9248,,,
256477216.155,106600936.891,,,
305217024.126,157372364.077,,,
206299552.078,3233101.58588,,,
21363484.0039,16998653.0406,,,
8102878.20995,155008741.81,,,
1891076.61554,197268055.252,,,
135618507.163,162359441.971,,,
338501204.738,229736660.372,,,
144971751.753,7499213.85229,,,
87947886.1107,21308761.02,,,
137404126.507,140928291.969,,,
251867437.622,20442757.7127,,,
104061385.686,30274841.2319,,,
277087661.154,175918265.699,,,
219359343.152,190275114.899,,,
93812871.2083,295191.588602,,,
126036055.416,86912797.8047,,,
23712168.6514,144523684.642,,,
113151130.466,-22687839.6333,,,
220723356.104,42467166.9875,,,
139047258.45,398688785.409,,,
12722634.19,33066407.1858,,,
175742506.181,308764354.611,,,
16486173.8094,17980033.8816,,,
266924185.345,166370066.028,,,
307500310.049,163680462.18,,,
182060825.97,18435451.0956,,,
109001818.609,58690962.9683,,,
361513712.862,76360790.6152,,,
6206957.10871,295954545.504,,,
232165534.508,22731093.4857,,,
407325483.963,84028352.6724,,,
190554548.72,39005596.5728,,,
141800860.384,139421182.68,,,
55591078.4194,7157456.01745,,,
36136969.3467,126214840.629,,,
145352355.56,109420220.447,,,
64630689.2268,65899627.924,,,
309477305.127,33318954.7206,,,
96004451.2362,97134725.3088,,,
63063277.0141,4647477.8841,,,
301715704.956,12602708.1442,,,
11885993.5599,30129945.2258,,,
26723250.0803,62562905.6701,,,
150797405.283,439536929.456,,,
297885252.842,135056036.022,,,
198648268.833,73409286.2305,,,
208509291.337,135367381.009,,,
299352538.947,-42290941.4743,,,
170035309.391,143661746.722,,,
381268345.177,15178350.961,,,
75645155.2335,412063053.581,,,
80655598.8986,-63514254.221,,,
