Centro,Dosquebradas,Ventorrillo,Cuba,Naranjito
408319802.737,1324155776.62,,,
-32687309.8341,156327836.321,,,
147458357.275,1269458524.96,,,
518634218.523,564477297.856,,,
893462044.984,598667627.307,,,
156058793.954,615932516.486,,,
243544971.216,394936383.472,,,
22124714.287,127620589.904,,,
358075510.165,362836564.468,,,
217329834.516,151116721.455,,,
240941583.993,1296053200.17,,,
338354449.326,419413226.485,,,
284629184.762,943372281.561,,,
72815516.7821,767144186.893,,,
-44163148.4584,161781822.805,,,
24630113.2635,-6604071.57973,,,
114646811.131,1174208609.93,,,
798369328.658,1109580270.31,,,
42509179.9937,375968711.275,,,
152776269.034,1480637090.27,,,
441324896.304,659054734.083,,,
238952786.605,452081916.922,,,
537829842.078,43778301.8173,,,
810708815.929,1274269435.58,,,
252152589.151,558390493.447,,,
936769104.089,377736861.661,,,
227990282.846,453073561.761,,,
144674515.557,414304834.328,,,
397415256.264,1172035791.54,,,
34300636.1582,816196082.92,,,
397277613.404,627655213.118,,,
497283319.965,208220334.685,,,
471236877.068,306336077.624,,,
410782498.916,834222626.423,,,
124481700.245,1470753142.25,,,
721435897.95,416469599.267,,,
67707488.5066,624274749.311,,,
427066631.975,788622747.746,,,
111830522.738,1436919254.22,,,
1001742207.52,182492438.095,,,
460518650.473,642687989.658,,,
45968359.8507,1074675429.61,,,
309137918.011,287191709.672,,,
177458493.368,1640762096.28,,,
586685988.919,2775491726.16,,,
772625575.297,1273245296.17,,,
269243081.741,373616352.659,,,
362710169.443,327989589.097,,,
216203185.804,504391207.771,,,
296002496.188,575276864.192,,,
925613297.77,638010309.41,,,
204164384.373,1374198940.99,,,
,1075254969.97,,,
,660987342.776,,,
,308708016.933,,,
,2099555356.73,,,
,836747453.682,,,
,425059245.438,,,
,-11203223.9701,,,
,759184372.811,,,
,852185865.624,,,
,561896459.885,,,
,618830038.385,,,
,759138499.794,,,
,769252728.259,,,
,1708446573.91,,,
,1135279254.29,,,
,657296175.06,,,
,632587946.211,,,
,77490059.7905,,,
,446040365.819,,,
,86763989.241,,,
,1614107506.64,,,
,558021633.635,,,
,857000300.978,,,
,314901873.503,,,
,672847903.426,,,
,1146646659.39,,,
,890132775.553,,,
,152007399.835,,,
,1392459254.03,,,
,1014932431.02,,,
,294480250.159,,,
,817786141.691,,,
,681991848.783,,,
,1617870051.24,,,
,254962211.801,,,
,747557906.143,,,
,240609513.005,,,
,756714544.566,,,
,815437435.452,,,
,367250747.99,,,
,740795253.373,,,
,1394210672.36,,,
,758567105.323,,,
,824408234.742,,,
,1160692689.19,,,
,559829995.67,,,
,1698649194.8,,,
,1036891255.55,,,
,1604049592.42,,,
,1942590574.39,,,
,1077387520.27,,,
,1131415837.03,,,
,192484412.69,,,
,366195721.107,,,
,1285073761.13,,,
,886700931.874,,,
,1625453469.46,,,
,730135488.082,,,
,1783968253.98,,,
,1374848686.43,,,
,454633979.603,,,
,1472438733.82,,,
,1924619408.7,,,
,439608073.247,,,
,560432504.093,,,
,317197424.297,,,
,605190106.361,,,
,772293380.443,,,
,592500500.43,,,
,1031483569.4,,,
,89984090.418,,,
,614837124.072,,,
,692702982.447,,,
,804508871.581,,,
,855222259.951,,,
,954920531.33,,,
,746761473.495,,,
,191099554.848,,,
,1001377748.9,,,
,1448573657.52,,,
,785464255.227,,,
,96764302.0072,,,
,1044600610.45,,,
,531951128.112,,,
,678894795.843,,,
,366586764.06,,,
,55721981.0359,,,
,1057873103.78,,,
