Centro,Dosquebradas,Ventorrillo,Cuba,Naranjito
1619649722.06,237732699.876,,489955792.624,
172102616.601,262003706.385,,69040726.1765,
325675462.618,110622060.698,,3217520.32828,
1279888127.96,306929571.218,,519706125.624,
82662292.3627,386789220.98,,117102175.199,
376973201.218,337642741.534,,452570828.379,
1123209870.63,59614033.0956,,654977494.961,
1009018911.46,468038221.739,,453986295.976,
481323931.13,531630488.935,,679978411.155,
190473361.478,177665356.402,,321290385.073,
551441021.561,434271066.181,,327134246.716,
90213354.8663,294788203.808,,79856677.9405,
347229380.767,177460880.754,,96933921.4357,
287115902.748,862458840.574,,136509028.773,
498820700.698,449236500.426,,146564209.155,
78703200.7072,238924011.297,,207191575.795,
131408409.02,167327458.941,,149339922.558,
117505194.616,388451000.567,,250822552.854,
98324102.839,327553953.321,,231737292.72,
551289513.315,440555018.953,,6947042.67412,
1500452514.97,208336821.089,,38600797.5818,
337081662.501,586409693.936,,126215233.369,
597041309.65,44603613.1473,,23367273.4039,
222220737.257,766090675.669,,191050263.764,
228377237.043,696935918.242,,189329309.097,
611461179.645,216487313.306,,138443713.815,
85281273.7761,24771177.2654,,125908266.989,
861910387.794,324569929.669,,248929506.574,
829855516.969,95324267.2946,,16971533.7362,
557394418.28,532937796.971,,181511150.193,
1554461880.57,458100927.74,,338399332.993,
228375247.15,166733767.581,,496751150.995,
249981782.07,418012054.635,,-8705914.22084,
578628726.983,185377359.51,,200120128.984,
702121490.45,84224594.7511,,190410862.996,
942726849.042,379858767.774,,200536966.713,
44952275.7488,492031595.504,,270764408.812,
256333192.431,477686832.328,,126370534.663,
316683139.626,259795463.383,,356886672.564,
274617738.733,188379238.821,,144202994.074,
1218003523.56,924820339.501,,144474160.014,
169174139.192,198328612.485,,380178418.591,
129831509.576,250897870.946,,132731635.022,
803486101.036,671832891.339,,53362104.6931,
599679161.24,577858261.455,,637547435.329,
253946472.185,483406144.841,,215979355.595,
32935168.465,26105533.579,,171866171.614,
395916335.699,204244287.297,,400816485.756,
237852231.158,54964543.6803,,170760340.791,
188924225.118,6388509.63426,,68093016.3271,
522666602.798,439183.160355,,86868728.0878,
1056245574.68,1489165423.43,,293309546.798,
348522587.631,57034702.0084,,138577797.742,
816307601.737,745496490.458,,401045600.858,
